Manufacturer,Permit Number,DATE,VIN NUMBER,"VEHICLE IS CAPABLE OF OPERATING WITHOUT A DRIVER
(Yes or No)","DRIVER PRESENT
(Yes or No)","DISENGAGEMENT INITIATED BY
(AV System, Test Driver, Remote Operator, or Passenger)","DISENGAGEMENT
LOCATION
(Interstate, Freeway, Highway, Rural Road, Street, or Parking Facility)",DESCRIPTION OF FACTS CAUSING DISENGAGEMENT
aiMotive Inc.,AVT036,2022-12-06,4T1B21HK6KU514747,No,Yes,"Test driver, AV system",Freeway,"Safety Driver disengaged autonomous mode upon judging that vehicle was too close to road/lane boundary. Root cause: object, lane detection or other issue. Conditions: Non-inclement weather, dry roads, no other factors involved."
aiMotive Inc.,AVT036,2022-12-06,4T1B21HK3KU514477,No,Yes,"Test driver, AV system",Freeway,"Safety Driver disengaged autonomous mode due derbis on the road.  Root cause: precaution. Conditions: Non-inclement weather, dry roads, no other factors involved."
aiMotive Inc.,AVT036,2022-12-08,4T1B21HK6KU514747,No,Yes,"Test driver, AV system",Freeway,"Safety Driver disengaged autonomous mode due to inappropriate braking, caused by perception issue.  Root cause: trajectory calculation issue. Conditions: Non-inclement weather, dry roads, no other factors involved."
aiMotive Inc.,AVT036,2022-12-08,4T1B21HK6KU514747,No,Yes,"Test driver, AV system",Freeway,"Safety Driver disengaged autonomous mode upon judging that vehicle was too close to road/lane boundary. Root cause: object, lane detection or other issue. Conditions: Non-inclement weather, dry roads, no other factors involved."
aiMotive Inc.,AVT036,2022-12-08,4T1B21HK3KU514477,No,Yes,"Test driver, AV system",Highway,"Safety Driver disengaged autonomous mode as a precaution for keeping distance from vehicle parked on side. Root cause: precaution. Conditions: Non-inclement weather, dry roads, no other factors involved."
aiMotive Inc.,AVT036,2022-12-08,4T1B21HK6KU514747,No,Yes,"Test driver, AV system",Freeway,"Safety Driver disengaged autonomous mode due to issue with the test vehicle could not perform the lane change into the exit lane or merge to highway and could not follow the planned route. Root cause: traffic situation. Conditions: Non-inclement weather, dry roads, no other factors involved."
aiMotive Inc.,AVT036,2022-12-14,4T1B21HK6KU514747,No,Yes,"Test driver, AV system",Freeway,"Safety Driver disengaged autonomous mode upon judging that vehicle was too close to road/lane boundary. Root cause: object, lane detection or other issue. Conditions: Non-inclement weather, dry roads, no other factors involved."
aiMotive Inc.,AVT036,2022-12-15,4T1B21HK3KU514477,No,Yes,"Test driver, AV system",Freeway,"Safety Driver disengaged autonomous mode upon judging that vehicle was too close to road/lane boundary. Root cause: object, lane detection or other issue. Conditions: Non-inclement weather, dry roads, no other factors involved."
aiMotive Inc.,AVT036,2022-12-15,4T1B21HK3KU514477,No,Yes,"Test driver, AV system",Freeway,"Safety Driver disengaged autonomous mode due to inappropriate braking, caused by perception issue.  Root cause: trajectory calculation issue. Conditions: Non-inclement weather, dry roads, no other factors involved."
aiMotive Inc.,AVT036,2022-12-19,4T1B21HK3KU514477,No,Yes,"Test driver, AV system",Freeway,"Safety Driver disengaged autonomous mode upon judging that vehicle was too close to road/lane boundary. Root cause: object, lane detection or other issue. Conditions: Non-inclement weather, dry roads, no other factors involved."
aiMotive Inc.,AVT036,2022-12-19,4T1B21HK3KU514477,No,Yes,"Test driver, AV system",Freeway,"Safety Driver disengaged autonomous mode due to issue with the test vehicle could not perform the lane change into the exit lane or merge to highway and could not follow the planned route. Root cause: traffic situation. Conditions: Non-inclement weather, dry roads, no other factors involved."
aiMotive Inc.,AVT036,2022-12-19,4T1B21HK3KU514477,No,Yes,"Test driver, AV system",Freeway,"Safety Driver disengaged autonomous mode due to issue with the test vehicle could not perform the lane change into the exit lane or merge to highway and could not follow the planned route. Root cause: traffic situation. Conditions: Non-inclement weather, dry roads, no other factors involved."
aiMotive Inc.,AVT036,2022-12-20,4T1B21HK3KU514477,No,Yes,"Test driver, AV system",Freeway,"Safety Driver disengaged autonomous mode upon judging that vehicle was too close to road/lane boundary. Root cause: object, lane detection or other issue. Conditions: Non-inclement weather, dry roads, no other factors involved."
aiMotive Inc.,AVT036,2022-12-20,4T1B21HK3KU514477,No,Yes,"Test driver, AV system",Freeway,"Safety Driver disengaged autonomous mode due to issue with the test vehicle could not perform the lane change into the exit lane or merge to highway and could not follow the planned route. Root cause: traffic situation. Conditions: Non-inclement weather, dry roads, no other factors involved."
aiMotive Inc.,AVT036,2022-12-20,4T1B21HK3KU514477,No,Yes,"Test driver, AV system",Freeway,"Safety Driver disengaged autonomous mode due to issue with the test vehicle could not perform the lane change into the exit lane or merge to highway and could not follow the planned route. Root cause: traffic situation. Conditions: Non-inclement weather, dry roads, no other factors involved."
aiMotive Inc.,AVT036,2022-12-21,4T1B21HK3KU514477,No,Yes,"Test driver, AV system",Freeway,"Safety Driver disengaged autonomous mode upon judging that vehicle was too close to road/lane boundary. Root cause: object, lane detection or other issue. Conditions: Non-inclement weather, dry roads, no other factors involved."
aiMotive Inc.,AVT036,2022-12-21,4T1B21HK3KU514477,No,Yes,"Test driver, AV system",Freeway,"Safety Driver disengaged autonomous mode due to inappropriate braking, caused by perception issue.  Root cause: trajectory calculation issue. Conditions: Non-inclement weather, dry roads, no other factors involved."
aiMotive Inc.,AVT036,2022-12-21,4T1B21HK3KU514477,No,Yes,"Test driver, AV system",Freeway,"Safety Driver disengaged autonomous mode upon judging that vehicle was too close to road/lane boundary. Root cause: object, lane detection or other issue. Conditions: Non-inclement weather, dry roads, no other factors involved."
aiMotive Inc.,AVT036,2022-12-22,4T1B21HK6KU514747,No,Yes,"Test driver, AV system",Freeway,"Safety Driver disengaged autonomous mode upon judging that vehicle was too close to road/lane boundary. Root cause: object, lane detection or other issue. Conditions: Non-inclement weather, dry roads, no other factors involved."
aiMotive Inc.,AVT036,2022-12-22,4T1B21HK6KU514747,No,Yes,"Test driver, AV system",Freeway,"Safety Driver disengaged autonomous mode due to issue with catching up maneuver because of insufficient distance keeping from other vehicles. Root cause: object detection or other issue. Conditions: Non-inclement weather, dry roads, no other factors involved."
aiMotive Inc.,AVT036,2022-12-22,4T1B21HK6KU514747,No,Yes,"Test driver, AV system",Freeway,"Safety Driver disengaged autonomous mode due to issue with the test vehicle could not perform the lane change into the exit lane or merge to highway and could not follow the planned route. Root cause: traffic situation. Conditions: Non-inclement weather, dry roads, no other factors involved."
aiMotive Inc.,AVT036,2023-01-04,4T1B21HK3KU514477,No,Yes,Test driver,Freeway,"Safety Driver disengaged autonomous mode upon judging that vehicle was too close to road/lane boundary. Root cause: object, lane detection or other issue. Conditions: Non-inclement weather, dry roads, no other factors involved."
aiMotive Inc.,AVT036,2023-01-05,4T1B21HK3KU514477,No,Yes,Test driver,Highway,"Safety Driver disengaged autonomous mode due to issue with catching up maneuver because of insufficient distance keeping from other vehicles. Root cause: object detection or other issue. Conditions: Non-inclement weather, dry roads, no other factors involved."
aiMotive Inc.,AVT036,2023-01-05,4T1B21HK3KU514477,No,Yes,Test driver,Freeway,"Safety Driver disengaged autonomous mode due to issue with the test vehicle could not perform the lane change into the exit lane or merge to highway and could not follow the planned route. Root cause: traffic situation. Conditions: Non-inclement weather, dry roads, no other factors involved."
aiMotive Inc.,AVT036,2023-01-09,4T1B21HK3KU514477,No,Yes,Test driver,Freeway,"Safety Driver disengaged autonomous mode upon judging that vehicle was too close to road/lane boundary. Root cause: object, lane detection or other issue. Conditions: Non-inclement weather, dry roads, no other factors involved."
aiMotive Inc.,AVT036,2023-01-10,4T1B21HK3KU514477,No,Yes,Test driver,Freeway,"Safety Driver disengaged autonomous mode due to inappropriate braking, caused by perception issue.  Root cause: trajectory calculation issue. Conditions: Non-inclement weather, dry roads, no other factors involved."
aiMotive Inc.,AVT036,2023-01-11,4T1B21HK3KU514477,No,Yes,Test driver,Freeway,"Safety Driver disengaged autonomous mode upon judging that vehicle was too close to road/lane boundary. Root cause: object, lane detection or other issue. Conditions: Non-inclement weather, dry roads, no other factors involved."
aiMotive Inc.,AVT036,2023-01-11,4T1B21HK3KU514477,No,Yes,Test driver,Freeway,"Safety Driver disengaged autonomous mode upon judging that vehicle was too close to road/lane boundary. Root cause: object, lane detection or other issue. Conditions: Non-inclement weather, dry roads, no other factors involved."
aiMotive Inc.,AVT036,2023-01-12,4T1B21HK3KU514477,No,Yes,Test driver,Freeway,"Safety Driver disengaged autonomous mode due derbis on the road.  Root cause: precaution. Conditions: Non-inclement weather, dry roads, no other factors involved."
aiMotive Inc.,AVT036,2023-01-12,4T1B21HK3KU514477,No,Yes,Test driver,Freeway,"Safety Driver disengaged autonomous mode due to issue with catching up maneuver because of insufficient distance keeping from other vehicles. Root cause: object detection or other issue. Conditions: Non-inclement weather, dry roads, no other factors involved."
aiMotive Inc.,AVT036,2023-01-17,4T1B21HK3KU514477,No,Yes,Test driver,Freeway,"Safety Driver disengaged autonomous mode upon judging that vehicle was too close to road/lane boundary. Root cause: object, lane detection or other issue. Conditions: Non-inclement weather, dry roads, no other factors involved."
aiMotive Inc.,AVT036,2023-01-17,4T1B21HK3KU514477,No,Yes,Test driver,Freeway,"Safety Driver disengaged autonomous mode upon judging that vehicle was too close to road/lane boundary. Root cause: object, lane detection or other issue. Conditions: Non-inclement weather, dry roads, no other factors involved."
aiMotive Inc.,AVT036,2023-01-17,4T1B21HK3KU514477,No,Yes,Test driver,Freeway,"Safety Driver disengaged autonomous mode due to issue with the test vehicle could not perform the lane change into the exit lane or merge to highway and could not follow the planned route. Root cause: traffic situation. Conditions: Non-inclement weather, dry roads, no other factors involved."
aiMotive Inc.,AVT036,2023-01-18,4T1B21HK3KU514477,No,Yes,Test driver,Freeway,"Safety Driver disengaged autonomous mode upon judging that vehicle was too close to road/lane boundary. Root cause: object, lane detection or other issue. Conditions: Non-inclement weather, dry roads, no other factors involved."
aiMotive Inc.,AVT036,2023-01-19,4T1B21HK3KU514477,No,Yes,Test driver,Freeway,"Safety Driver disengaged autonomous mode due to issue with catching up maneuver because of insufficient distance keeping from other vehicles. Root cause: object detection or other issue. Conditions: Non-inclement weather, dry roads, no other factors involved."
aiMotive Inc.,AVT036,2023-01-19,4T1B21HK3KU514477,No,Yes,Test driver,Freeway,"Safety Driver disengaged autonomous mode due to issue with the test vehicle could not perform the lane change into the exit lane or merge to highway and could not follow the planned route. Root cause: traffic situation. Conditions: Non-inclement weather, dry roads, no other factors involved."
aiMotive Inc.,AVT036,2023-01-20,4T1B21HK3KU514477,No,Yes,Test driver,Freeway,"Safety Driver disengaged autonomous mode upon judging that vehicle was too close to road/lane boundary. Root cause: object, lane detection or other issue. Conditions: Non-inclement weather, dry roads, no other factors involved."
aiMotive Inc.,AVT036,2023-01-24,4T1B21HK3KU514477,No,Yes,Test driver,Freeway,"Safety Driver disengaged autonomous mode upon judging that vehicle was too close to road/lane boundary. Root cause: object, lane detection or other issue. Conditions: Non-inclement weather, dry roads, no other factors involved."
aiMotive Inc.,AVT036,2023-01-24,4T1B21HK3KU514477,No,Yes,Test driver,Freeway,"Safety Driver disengaged autonomous mode due to inappropriate braking, caused by perception issue.  Root cause: trajectory calculation issue. Conditions: Non-inclement weather, dry roads, no other factors involved."
aiMotive Inc.,AVT036,2023-01-25,4T1B21HK3KU514477,No,Yes,Test driver,Freeway,"Safety Driver disengaged autonomous mode due to issue with catching up maneuver because of insufficient distance keeping from other vehicles. Root cause: object detection or other issue. Conditions: Non-inclement weather, dry roads, no other factors involved."
aiMotive Inc.,AVT036,2023-01-25,4T1B21HK3KU514477,No,Yes,Test driver,Freeway,"Safety Driver disengaged autonomous mode upon judging that vehicle was too close to road/lane boundary. Root cause: object, lane detection or other issue. Conditions: Non-inclement weather, dry roads, no other factors involved."
aiMotive Inc.,AVT036,2023-01-26,4T1B21HK3KU514477,No,Yes,Test driver,Freeway,"Safety Driver disengaged autonomous mode due to issue with catching up maneuver because of insufficient distance keeping from other vehicles. Root cause: object detection or other issue. Conditions: Non-inclement weather, dry roads, no other factors involved."
aiMotive Inc.,AVT036,2023-01-27,4T1B21HK3KU514477,No,Yes,Test driver,Freeway,"Safety Driver disengaged autonomous mode as a precaution for keeping distance from vehicle parked on side. Root cause: precaution. Conditions: Non-inclement weather, dry roads, no other factors involved."
aiMotive Inc.,AVT036,2023-01-27,4T1B21HK3KU514477,No,Yes,Test driver,Freeway,"Safety Driver disengaged autonomous mode upon judging that vehicle was too close to road/lane boundary. Root cause: object, lane detection or other issue. Conditions: Non-inclement weather, dry roads, no other factors involved."
aiMotive Inc.,AVT036,2023-02-14,4T1B21HK3KU514477,No,Yes,Test driver,Freeway,"Safety Driver disengaged autonomous mode upon judging that vehicle was too close to road/lane boundary. Root cause: object, lane detection or other issue. Conditions: Non-inclement weather, dry roads, no other factors involved."
aiMotive Inc.,AVT036,2023-02-15,4T1B21HK3KU514477,No,Yes,Test driver,Freeway,"Safety Driver disengaged autonomous mode due to issue with catching up maneuver because of insufficient distance keeping from other vehicles. Root cause: object detection or other issue. Conditions: Non-inclement weather, dry roads, no other factors involved."
aiMotive Inc.,AVT036,2023-02-15,4T1B21HK3KU514477,No,Yes,Test driver,Freeway,"Safety Driver disengaged autonomous mode due to issue with the SW unable to perform the lane change manuever safely. Root cause: lane detection or other issue. Conditions: Non-inclement weather, dry roads, no other factors involved."
aiMotive Inc.,AVT036,2023-02-16,4T1B21HK3KU514477,No,Yes,Test driver,Freeway,"Safety Driver disengaged autonomous mode upon judging that vehicle was too close to road/lane boundary. Root cause: object, lane detection or other issue. Conditions: Non-inclement weather, dry roads, no other factors involved."
aiMotive Inc.,AVT036,2023-02-16,4T1B21HK3KU514477,No,Yes,Test driver,Freeway,"Safety Driver disengaged autonomous mode upon judging that vehicle was too close to road/lane boundary. Root cause: object, lane detection or other issue. Conditions: Non-inclement weather, dry roads, no other factors involved."
aiMotive Inc.,AVT036,2023-02-16,4T1B21HK3KU514477,No,Yes,Test driver,Freeway,"Safety Driver disengaged autonomous mode due derbis on the road.  Root cause: precaution. Conditions: Non-inclement weather, dry roads, no other factors involved."
aiMotive Inc.,AVT036,2023-02-17,4T1B21HK3KU514477,No,Yes,Test driver,Highway,"Safety Driver disengaged autonomous mode due to issue with catching up maneuver because of insufficient distance keeping from other vehicles. Root cause: object detection or other issue. Conditions: Non-inclement weather, dry roads, no other factors involved."
aiMotive Inc.,AVT036,2023-02-20,4T1B21HK3KU514477,No,Yes,Test driver,Freeway,"Safety Driver disengaged autonomous mode upon judging that vehicle was too close to road/lane boundary. Root cause: object, lane detection or other issue. Conditions: Non-inclement weather, dry roads, no other factors involved."
aiMotive Inc.,AVT036,2023-02-21,4T1B21HK3KU514477,No,Yes,Test driver,Parking facility,"Safety Driver disengaged autonomous mode due to issue with lane change maneuver because of insufficient distance keeping from other vehicles. Root cause: object detection or other issue. Conditions: Non-inclement weather, dry roads, no other factors involved."
aiMotive Inc.,AVT036,2023-02-22,4T1B21HK3KU514477,No,Yes,Test driver,Freeway,"Safety Driver disengaged autonomous mode due to issue with cut in maneuver because of insufficient distance keeping from other vehicles. Root cause: object detection or other issue. Conditions: Non-inclement weather, dry roads, no other factors involved."
aiMotive Inc.,AVT036,2023-02-22,4T1B21HK3KU514477,No,Yes,Test driver,Freeway,"Safety Driver disengaged autonomous mode upon judging that vehicle was too close to road/lane boundary. Root cause: object, lane detection or other issue. Conditions: Non-inclement weather, dry roads, no other factors involved."
aiMotive Inc.,AVT036,2023-02-23,4T1B21HK3KU514477,No,Yes,Test driver,Highway,"Safety Driver disengaged autonomous mode upon judging that vehicle was too close to road/lane boundary. Root cause: object, lane detection or other issue. Conditions: Non-inclement weather, dry roads, no other factors involved."
aiMotive Inc.,AVT036,2023-02-24,4T1B21HK3KU514477,No,Yes,Test driver,Freeway,"Safety Driver disengaged autonomous mode upon judging that vehicle was too close to road/lane boundary. Root cause: object, lane detection or other issue. Conditions: Non-inclement weather, dry roads, no other factors involved."
aiMotive Inc.,AVT036,2023-02-27,4T1B21HK6KU514747,No,Yes,Test driver,Highway,"Safety Driver disengaged autonomous mode upon judging that vehicle was too close to road/lane boundary. Root cause: object, lane detection or other issue. Conditions: Non-inclement weather, dry roads, no other factors involved."
aiMotive Inc.,AVT036,2023-02-28,4T1B21HK6KU514747,No,Yes,Test driver,Highway,"Safety Driver disengaged autonomous mode due to issue with cut in maneuver because of insufficient distance keeping from other vehicles. Root cause: object detection or other issue. Conditions: Non-inclement weather, dry roads, no other factors involved."
aiMotive Inc.,AVT036,2023-02-28,4T1B21HK6KU514747,No,Yes,Test driver,Freeway,"Safety Driver disengaged autonomous mode due to issue with catching up maneuver because of insufficient distance keeping from other vehicles. Root cause: object detection or other issue. Conditions: Non-inclement weather, dry roads, no other factors involved."
aiMotive Inc.,AVT036,2023-02-28,4T1B21HK6KU514747,No,Yes,Test driver,Freeway,"Safety Driver disengaged autonomous mode due to issue with lane change maneuver because of insufficient distance keeping from other vehicles. Root cause: object detection or other issue. Conditions: Non-inclement weather, dry roads, no other factors involved."
aiMotive Inc.,AVT036,2023-03-01,4T1B21HK6KU514747,No,Yes,Test driver,Freeway,"Safety Driver disengaged autonomous mode due to inappropriate braking, caused by perception issue.  Root cause: trajectory calculation issue. Conditions: Non-inclement weather, dry roads, no other factors involved."
aiMotive Inc.,AVT036,2023-03-06,4T1B21HK6KU514747,No,Yes,Test driver,Freeway,"Safety Driver disengaged autonomous mode upon judging that vehicle was too close to road/lane boundary. Root cause: object, lane detection or other issue. Conditions: Non-inclement weather, dry roads, no other factors involved."
aiMotive Inc.,AVT036,2023-03-07,4T1B21HK3KU514477,No,Yes,Test driver,Freeway,"Safety Driver disengaged autonomous mode due to issue with the SW unable to perform the lane change manuever safely. Root cause: lane detection or other issue. Conditions: Non-inclement weather, dry roads, no other factors involved."
aiMotive Inc.,AVT036,2023-03-07,4T1B21HK6KU514747,No,Yes,Test driver,Highway,"Safety Driver disengaged autonomous mode upon judging that vehicle was too close to road/lane boundary. Root cause: object, lane detection or other issue. Conditions: Non-inclement weather, dry roads, no other factors involved."
aiMotive Inc.,AVT036,2023-03-07,4T1B21HK6KU514747,No,Yes,Test driver,Freeway,"Safety Driver disengaged autonomous mode upon judging that vehicle was too close to road/lane boundary. Root cause: object, lane detection or other issue. Conditions: Non-inclement weather, dry roads, no other factors involved."
aiMotive Inc.,AVT036,2023-03-07,4T1B21HK6KU514747,No,Yes,Test driver,Freeway,"Safety Driver disengaged autonomous mode upon judging that vehicle was too close to road/lane boundary. Root cause: object, lane detection or other issue. Conditions: Non-inclement weather, dry roads, no other factors involved."
aiMotive Inc.,AVT036,2023-03-09,4T1B21HK3KU514477,No,Yes,Test driver,Freeway,"Safety Driver disengaged autonomous mode upon judging that vehicle was too close to road/lane boundary. Root cause: object, lane detection or other issue. Conditions: Non-inclement weather, dry roads, no other factors involved."
aiMotive Inc.,AVT036,2023-03-09,4T1B21HK3KU514477,No,Yes,Test driver,Freeway,"Safety Driver disengaged autonomous mode upon judging that vehicle was too close to road/lane boundary. Root cause: object, lane detection or other issue. Conditions: Non-inclement weather, dry roads, no other factors involved."
aiMotive Inc.,AVT036,2023-03-10,4T1B21HK3KU514477,No,Yes,Test driver,Freeway,"Safety Driver disengaged autonomous mode upon judging that vehicle was too close to road/lane boundary. Root cause: object, lane detection or other issue. Conditions: Non-inclement weather, dry roads, no other factors involved."
aiMotive Inc.,AVT036,2023-03-10,4T1B21HK3KU514477,No,Yes,Test driver,Freeway,"Safety Driver disengaged autonomous mode upon judging that vehicle was too close to road/lane boundary. Root cause: object, lane detection or other issue. Conditions: Non-inclement weather, dry roads, no other factors involved."
aiMotive Inc.,AVT036,2023-03-13,4T1B21HK6KU514747,No,Yes,Test driver,Freeway,"Safety Driver disengaged autonomous mode due to issue with lane change maneuver because of insufficient distance keeping from other vehicles. Root cause: object detection or other issue. Conditions: Non-inclement weather, dry roads, no other factors involved."
aiMotive Inc.,AVT036,2023-03-13,4T1B21HK6KU514747,No,Yes,Test driver,Highway,"Safety Driver disengaged autonomous mode due to issue with lane change maneuver because of insufficient distance keeping from other vehicles. Root cause: object detection or other issue. Conditions: Non-inclement weather, dry roads, no other factors involved."
aiMotive Inc.,AVT036,2023-03-15,4T1B21HK6KU514747,No,Yes,Test driver,Freeway,"Safety Driver disengaged autonomous mode due to issue with lane change maneuver because of insufficient distance keeping from other vehicles. Root cause: object detection or other issue. Conditions: Non-inclement weather, dry roads, no other factors involved."
aiMotive Inc.,AVT036,2023-03-15,4T1B21HK6KU514747,No,Yes,Test driver,Freeway,"Safety Driver disengaged autonomous mode upon judging that vehicle was too close to road/lane boundary. Root cause: object, lane detection or other issue. Conditions: Non-inclement weather, dry roads, no other factors involved."
aiMotive Inc.,AVT036,2023-03-15,4T1B21HK6KU514747,No,Yes,Test driver,Freeway,"Safety Driver disengaged autonomous mode upon judging that vehicle was too close to road/lane boundary. Root cause: object, lane detection or other issue. Conditions: Non-inclement weather, dry roads, no other factors involved."
aiMotive Inc.,AVT036,2023-03-15,4T1B21HK6KU514747,No,Yes,Test driver,Freeway,"Safety Driver disengaged autonomous mode upon judging that vehicle was too close to road/lane boundary. Root cause: object, lane detection or other issue. Conditions: Non-inclement weather, dry roads, no other factors involved."
aiMotive Inc.,AVT036,2023-03-15,4T1B21HK6KU514747,No,Yes,Test driver,Freeway,"Safety Driver disengaged autonomous mode upon judging that vehicle was too close to road/lane boundary. Root cause: object, lane detection or other issue. Conditions: Non-inclement weather, dry roads, no other factors involved."
aiMotive Inc.,AVT036,2023-03-17,4T1B21HK6KU514747,No,Yes,Test driver,Freeway,"Safety Driver disengaged autonomous mode due to issue with cut in maneuver because of insufficient distance keeping from other vehicles. Root cause: object detection or other issue. Conditions: Non-inclement weather, dry roads, no other factors involved."
aiMotive Inc.,AVT036,2023-03-17,4T1B21HK6KU514747,No,Yes,Test driver,Highway,"Safety Driver disengaged autonomous mode upon judging that vehicle was too close to road/lane boundary. Root cause: object, lane detection or other issue. Conditions: Non-inclement weather, dry roads, no other factors involved."
aiMotive Inc.,AVT036,2023-03-20,4T1B21HK6KU514747,No,Yes,Test driver,Highway,"Safety Driver disengaged autonomous mode upon judging that vehicle was too close to road/lane boundary. Root cause: object, lane detection or other issue. Conditions: Non-inclement weather, dry roads, no other factors involved."
aiMotive Inc.,AVT036,2023-03-22,4T1B21HK6KU514747,No,Yes,Test driver,Freeway,"Safety Driver disengaged autonomous mode due to issue with cut in maneuver because of insufficient distance keeping from other vehicles. Root cause: object detection or other issue. Conditions: Non-inclement weather, dry roads, no other factors involved."
aiMotive Inc.,AVT036,2023-03-22,4T1B21HK6KU514747,No,Yes,Test driver,Freeway,"Safety Driver disengaged autonomous mode due to issue with lane change maneuver because of insufficient distance keeping from other vehicles. Root cause: object detection or other issue. Conditions: Non-inclement weather, dry roads, no other factors involved."
aiMotive Inc.,AVT036,2023-03-22,4T1B21HK6KU514747,No,Yes,Test driver,Freeway,"Safety Driver disengaged autonomous mode upon judging that vehicle was too close to road/lane boundary. Root cause: object, lane detection or other issue. Conditions: Non-inclement weather, dry roads, no other factors involved."
aiMotive Inc.,AVT036,2023-03-22,4T1B21HK6KU514747,No,Yes,Test driver,Freeway,"Safety Driver disengaged autonomous mode due to issue with lane change maneuver because of insufficient distance keeping from other vehicles. Root cause: object detection or other issue. Conditions: Non-inclement weather, dry roads, no other factors involved."
aiMotive Inc.,AVT036,2023-03-23,4T1B21HK6KU514747,No,Yes,Test driver,Freeway,"Safety Driver disengaged autonomous mode due to issue with catching up maneuver because of insufficient distance keeping from other vehicles. Root cause: object detection or other issue. Conditions: Non-inclement weather, dry roads, no other factors involved."
aiMotive Inc.,AVT036,2023-03-23,4T1B21HK6KU514747,No,Yes,Test driver,Freeway,"Safety Driver disengaged autonomous mode due to issue with catching up maneuver because of insufficient distance keeping from other vehicles. Root cause: object detection or other issue. Conditions: Non-inclement weather, dry roads, no other factors involved."
aiMotive Inc.,AVT036,2023-03-23,4T1B21HK3KU514477,No,Yes,Test driver,Freeway,"Safety Driver disengaged autonomous mode upon judging that vehicle was too close to road/lane boundary. Root cause: object, lane detection or other issue. Conditions: Non-inclement weather, dry roads, no other factors involved."
aiMotive Inc.,AVT036,2023-03-23,4T1B21HK3KU514477,No,Yes,Test driver,Freeway,"Safety Driver disengaged autonomous mode upon judging that vehicle was too close to road/lane boundary. Root cause: object, lane detection or other issue. Conditions: Non-inclement weather, dry roads, no other factors involved."
aiMotive Inc.,AVT036,2023-03-23,4T1B21HK3KU514477,No,Yes,Test driver,Highway,"Safety Driver disengaged autonomous mode upon judging that vehicle was too close to road/lane boundary. Root cause: object, lane detection or other issue. Conditions: Non-inclement weather, dry roads, no other factors involved."
aiMotive Inc.,AVT036,2023-03-23,4T1B21HK6KU514747,No,Yes,Test driver,Freeway,"Safety Driver disengaged autonomous mode upon judging that vehicle was too close to road/lane boundary. Root cause: object, lane detection or other issue. Conditions: Non-inclement weather, dry roads, no other factors involved."
aiMotive Inc.,AVT036,2023-03-23,4T1B21HK3KU514477,No,Yes,Test driver,Highway,"Safety Driver disengaged autonomous mode upon judging that vehicle was too close to road/lane boundary. Root cause: object, lane detection or other issue. Conditions: Non-inclement weather, dry roads, no other factors involved."
aiMotive Inc.,AVT036,2023-03-24,4T1B21HK3KU514477,No,Yes,Test driver,Freeway,"Safety Driver disengaged autonomous mode due to issue with cut in maneuver because of insufficient distance keeping from other vehicles. Root cause: object detection or other issue. Conditions: Non-inclement weather, dry roads, no other factors involved."
aiMotive Inc.,AVT036,2023-03-24,4T1B21HK6KU514747,No,Yes,Test driver,Freeway,"Safety Driver disengaged autonomous mode upon judging that vehicle was too close to road/lane boundary. Root cause: object, lane detection or other issue. Conditions: Non-inclement weather, dry roads, no other factors involved."
aiMotive Inc.,AVT036,2023-03-27,4T1B21HK6KU514747,No,Yes,Test driver,Freeway,"Safety Driver disengaged autonomous mode upon judging that vehicle was too close to road/lane boundary. Root cause: object, lane detection or other issue. Conditions: Non-inclement weather, dry roads, no other factors involved."
aiMotive Inc.,AVT036,2023-03-27,4T1B21HK6KU514747,No,Yes,Test driver,Freeway,"Safety Driver disengaged autonomous mode upon judging that vehicle was too close to road/lane boundary. Root cause: object, lane detection or other issue. Conditions: Non-inclement weather, dry roads, no other factors involved."
aiMotive Inc.,AVT036,2023-03-28,4T1B21HK3KU514477,No,Yes,Test driver,Freeway,"Safety Driver disengaged autonomous mode upon judging that vehicle was too close to road/lane boundary. Root cause: object, lane detection or other issue. Conditions: Non-inclement weather, dry roads, no other factors involved."
aiMotive Inc.,AVT036,2023-03-29,4T1B21HK6KU514747,No,Yes,Test driver,Freeway,"Safety Driver disengaged autonomous mode due to issue with catching up maneuver because of insufficient distance keeping from other vehicles. Root cause: object detection or other issue. Conditions: Non-inclement weather, dry roads, no other factors involved."
aiMotive Inc.,AVT036,2023-03-29,4T1B21HK6KU514747,No,Yes,Test driver,Freeway,"Safety Driver disengaged autonomous mode due to issue with the SW unable to perform the lane change manuever safely. Root cause: lane detection or other issue. Conditions: Non-inclement weather, dry roads, no other factors involved."
aiMotive Inc.,AVT036,2023-03-29,4T1B21HK6KU514747,No,Yes,Test driver,Freeway,"Safety Driver disengaged autonomous mode due to issue with lane change maneuver because of insufficient distance keeping from other vehicles. Root cause: object detection or other issue. Conditions: Non-inclement weather, dry roads, no other factors involved."
aiMotive Inc.,AVT036,2023-03-30,4T1B21HK3KU514477,No,Yes,Test driver,Freeway,"Safety Driver disengaged autonomous mode due to issue with cut in maneuver because of insufficient distance keeping from other vehicles. Root cause: object detection or other issue. Conditions: Non-inclement weather, dry roads, no other factors involved."
aiMotive Inc.,AVT036,2023-03-30,4T1B21HK3KU514477,No,Yes,Test driver,Freeway,"Safety Driver disengaged autonomous mode upon judging that vehicle was too close to road/lane boundary. Root cause: object, lane detection or other issue. Conditions: Non-inclement weather, dry roads, no other factors involved."
